aggregator_type,best_model_path,dropout,feat_name,gpu,lr,model_path_dir,n_epochs,n_hidden,n_layers,shuffle,weight_decay,loss,acc
pool,Graph_ckpt/best_model_20211109-16-09,0.7,feat-all7,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,1.299697496,0.504008449
pool,Graph_ckpt/best_model_20211109-16-29,0.7,feat-all7,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.693267661,0.504008449
lstm,Graph_ckpt/best_model_20211109-17-40,0.2,feat-all,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.693265668,0.504008449
pool,Graph_ckpt/best_model_20211109-18-43,0.2,feat-all,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.693196362,0.504008449
gcn,Graph_ckpt/best_model_20211109-21-22,0.2,feat-all3,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,6.484502098,0.504008449
pool,Graph_ckpt/best_model_20211109-23-13,0.2,feat-all3,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.693118819,0.504008449
gcn,Graph_ckpt/best_model_20211110-04-20,0.2,feat-all6,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,10.75691834,0.504008449
lstm,Graph_ckpt/best_model_20211110-05-09,0.2,feat-all6,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,1.979619197,0.504008449
gcn,Graph_ckpt/best_model_20211110-06-42,0.2,feat-all7,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,0.803818583,0.504008449
pool,Graph_ckpt/best_model_20211110-08-25,0.2,feat-all7,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,1.156195903,0.504008449
pool,Graph_ckpt/best_model_20211110-08-43,0.2,feat-all7,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.693715572,0.504008449
lstm,Graph_ckpt/best_model_20211110-09-49,0.5,feat-all,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.693702593,0.504008449
mean,Graph_ckpt/best_model_20211110-10-15,0.5,feat-all,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,1.322857449,0.504008449
pool,Graph_ckpt/best_model_20211110-11-10,0.5,feat-all,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.700619495,0.504008449
gcn,Graph_ckpt/best_model_20211110-13-47,0.5,feat-all3,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,1.873924668,0.504008449
lstm,Graph_ckpt/best_model_20211110-14-34,0.5,feat-all3,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.693116936,0.504008449
pool,Graph_ckpt/best_model_20211110-15-43,0.5,feat-all3,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.693392591,0.504008449
gcn,Graph_ckpt/best_model_20211110-20-31,0.5,feat-all6,0,0.001,Graph_ckpt,20,32,1,TRUE,5.00E-05,20.38940157,0.504008449
pool,Graph_ckpt/best_model_20211110-22-29,0.5,feat-all6,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,824.5016311,0.504008449
lstm,Graph_ckpt/best_model_20211110-23-46,0.5,feat-all7,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.693406033,0.504008449
pool,Graph_ckpt/best_model_20211111-00-53,0.5,feat-all7,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.693285852,0.504008449
lstm,Graph_ckpt/best_model_20211111-01-58,0.7,feat-all,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.693692725,0.504008449
pool,Graph_ckpt/best_model_20211111-03-06,0.7,feat-all,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,0.69551485,0.504008449
pool,Graph_ckpt/best_model_20211111-05-31,0.7,feat-all2,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,1.231480121,0.504008449
pool,Graph_ckpt/best_model_20211110-19-53,0.5,feat-all5,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,6.428798714,0.503960444
pool,Graph_ckpt/best_model_0_20211108-17-20,0.5,feat-all7,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,6.93099882,0.503864433
mean,Graph_ckpt/best_model_20211106-19-45,0.7,feat-all,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,1.137566887,0.503816427
lstm,Graph_ckpt/best_model_20211107-21-09,0.2,feat-all5,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.693212609,0.503720417
pool,Graph_ckpt/best_model_0_20211109-02-48,0.7,feat-all4,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,10.15703368,0.503672411
gcn,Graph_ckpt/best_model_20211108-14-44,0.5,feat-all5,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.721459743,0.503336374
mean,Graph_ckpt/best_model_20211104-08-54,0.5,feat-all4,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.781953434,0.503192358
lstm,Graph_ckpt/best_model_20211107-01-46,0.7,feat-all4,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.693155024,0.503144352
pool,Graph_ckpt/best_model_20211108-14-02,0.5,feat-all4,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,15.91105469,0.503096347
mean,Graph_ckpt/best_model_0_20211109-18-01,0.2,feat-all4,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,1.230424465,0.50285632
pool,Graph_ckpt/best_model_0_20211107-03-54,0.7,feat-all5,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.936760925,0.502616293
lstm,Graph_ckpt/best_model_20211109-06-45,0.7,feat-all4,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,1.208766767,0.502616293
lstm,Graph_ckpt/best_model_20211106-03-37,0.5,feat-all2,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,1.440671175,0.50223225
mean,Graph_ckpt/best_model_0_20211106-09-17,0.5,feat-all4,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,3.949683364,0.502088234
lstm,Graph_ckpt/best_model_20211103-17-41,0.2,feat-all4,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,0.733753739,0.501992223
mean,Graph_ckpt/best_model_0_20211106-00-16,0.2,feat-all7,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,1.549524358,0.501848207
lstm,Graph_ckpt/best_model_0_20211104-07-00,0.5,feat-all2,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.698728333,0.501656185
lstm,Graph_ckpt/best_model_0_20211107-04-53,0.7,feat-all6,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.704155563,0.501368153
pool,Graph_ckpt/best_model_20211107-14-46,0.2,feat-all2,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,2.27262028,0.501272142
lstm,Graph_ckpt/best_model_20211108-20-41,0.5,feat-all7,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.693097463,0.501272142
pool,Graph_ckpt/best_model_0_20211106-21-51,0.7,feat-all2,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,25.23927298,0.501032116
lstm,Graph_ckpt/best_model_0_20211104-21-39,0.7,feat-all2,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.693639281,0.500936105
lstm,Graph_ckpt/best_model_20211105-20-31,0.2,feat-all6,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.725818126,0.500600067
lstm,Graph_ckpt/best_model_20211106-21-08,0.7,feat-all2,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.734156642,0.500600067
lstm,Graph_ckpt/best_model_20211110-09-23,0.5,feat-all,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,5.228531158,0.499975997
lstm,Graph_ckpt/best_model_20211106-01-10,0.5,feat-all,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,10.09007664,0.499687965
mean,Graph_ckpt/best_model_0_20211110-05-05,0.5,feat-all2,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.95263954,0.49963996
mean,Graph_ckpt/best_model_20211106-22-07,0.7,feat-all2,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.696199917,0.499447938
mean,Graph_ckpt/best_model_20211109-10-20,0.7,feat-all5,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.729186137,0.499303922
lstm,Graph_ckpt/best_model_0_20211107-02-41,0.7,feat-all5,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.718025824,0.498535836
lstm,Graph_ckpt/best_model_0_20211107-11-29,0.2,feat-all2,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.694829309,0.498007777
mean,Graph_ckpt/best_model_0_20211106-21-10,0.7,feat-all2,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,1.309092882,0.497911766
lstm,Graph_ckpt/best_model_20211107-03-41,0.7,feat-all5,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,0.693724506,0.497623734
mean,Graph_ckpt/best_model_20211107-04-40,0.7,feat-all5,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,1.502447146,0.497287696
lstm,Graph_ckpt/best_model_20211104-19-02,0.7,feat-all2,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.69747967,0.497239691
lstm,Graph_ckpt/best_model_20211103-23-53,0.2,feat-all7,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.695096666,0.496807642
lstm,Graph_ckpt/best_model_20211104-06-03,0.5,feat-all3,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.69332783,0.496759637
lstm,Graph_ckpt/best_model_0_20211108-21-03,0.7,feat-all2,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.816534692,0.496711632
mean,Graph_ckpt/best_model_20211104-03-14,0.5,feat-all,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,1.640343332,0.496711632
lstm,Graph_ckpt/best_model_0_20211106-22-57,0.7,feat-all3,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.7024252,0.496327589
mean,Graph_ckpt/best_model_20211104-02-14,0.5,feat-all,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.697113999,0.496279583
pool,Graph_ckpt/best_model_20211103-22-54,0.2,feat-all6,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,1618.232495,0.496231578
pool,Graph_ckpt/best_model_0_20211105-16-16,0.2,feat-all3,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,170.3096798,0.496087562
pool,Graph_ckpt/best_model_20211105-14-46,0.2,feat-all3,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,1.02402094,0.496087562
pool,Graph_ckpt/best_model_0_20211107-12-50,0.2,feat-all2,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.762127916,0.496039556
mean,Graph_ckpt/best_model_0_20211111-05-22,0.7,feat-all6,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,28.07152349,0.496039556
pool,Graph_ckpt/best_model_20211104-02-52,0.5,feat-all,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,0.693590798,0.495991551
gcn,Graph_ckpt/best_model_0_20211104-19-08,0.7,feat-all,0,0.005,Graph_ckpt,20,16,1,TRUE,0.0005,1.699610584,0.495991551
gcn,Graph_ckpt/best_model_0_20211107-00-59,0.7,feat-all4,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.704258048,0.495991551
lstm,Graph_ckpt/best_model_0_20211107-07-03,0.7,feat-all7,0,0.001,Graph_ckpt,20,16,2,TRUE,5.00E-05,0.693760194,0.495991551
mean,Graph_ckpt/best_model_0_20211107-07-33,0.7,feat-all7,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,1.388229644,0.495991551
pool,Graph_ckpt/best_model_0_20211107-10-29,0.2,feat-all,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.702191861,0.495991551
gcn,Graph_ckpt/best_model_0_20211108-01-32,0.5,feat-all,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.697909243,0.495991551
gcn,Graph_ckpt/best_model_0_20211108-06-13,0.5,feat-all3,0,0.005,Graph_ckpt,20,16,3,TRUE,0.0005,0.69411532,0.495991551
mean,Graph_ckpt/best_model_0_20211108-23-46,0.7,feat-all3,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,22.48314297,0.495991551
mean,Graph_ckpt/best_model_0_20211109-08-59,0.7,feat-all7,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,1.590246583,0.495991551
gcn,Graph_ckpt/best_model_0_20211109-15-08,0.2,feat-all3,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,12.55927075,0.495991551
mean,Graph_ckpt/best_model_0_20211110-02-47,0.5,feat-all,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,22.1832538,0.495991551
mean,Graph_ckpt/best_model_0_20211111-05-43,0.7,feat-all6,0,0.005,Graph_ckpt,20,32,1,TRUE,0.0005,2.166747416,0.495991551
mean,Graph_ckpt/best_model_20211104-06-51,0.5,feat-all3,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,1.715299842,0.495991551
mean,Graph_ckpt/best_model_20211104-22-14,0.7,feat-all3,0,0.001,Graph_ckpt,20,16,1,TRUE,5.00E-05,52.59255549,0.495991551
pool,Graph_ckpt/best_model_20211106-05-19,0.5,feat-all2,0,0.005,Graph_ckpt,20,16,2,TRUE,0.0005,0.694921584,0.495991551
pool,Graph_ckpt/best_model_20211106-15-04,0.5,feat-all6,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,13485.18349,0.495991551
pool,Graph_ckpt/best_model_20211107-09-36,0.7,feat-all7,0,0.0005,Graph_ckpt,20,16,2,TRUE,0.0001,2242.170445,0.495991551
mean,Graph_ckpt/best_model_20211107-17-01,0.2,feat-all3,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,0.694265521,0.495991551
lstm,Graph_ckpt/best_model_20211108-05-00,0.5,feat-all,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.698228562,0.495991551
mean,Graph_ckpt/best_model_20211108-11-14,0.5,feat-all3,0,0.001,Graph_ckpt,20,16,3,TRUE,5.00E-05,1.143237063,0.495991551
pool,Graph_ckpt/best_model_20211108-11-36,0.5,feat-all3,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,0.981796652,0.495991551
pool,Graph_ckpt/best_model_20211108-19-27,0.5,feat-all6,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,20088.57351,0.495991551
pool,Graph_ckpt/best_model_20211108-22-06,0.5,feat-all7,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,197.8032722,0.495991551
pool,Graph_ckpt/best_model_20211109-03-11,0.7,feat-all2,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,8.478294454,0.495991551
pool,Graph_ckpt/best_model_20211109-05-37,0.7,feat-all3,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,152.495456,0.495991551
pool,Graph_ckpt/best_model_20211110-05-59,0.2,feat-all6,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,4834.594082,0.495991551
mean,Graph_ckpt/best_model_20211103-17-37,0.2,feat-all4,0,0.0005,Graph_ckpt,20,16,1,TRUE,0.0001,0.793900724,0.492967212
mean,Graph_ckpt/best_model_0_20211107-19-16,0.2,feat-all5,0,0.0005,Graph_ckpt,20,16,3,TRUE,0.0001,1.29820104,0.48946282
pool,Graph_ckpt/best_model_20211110-01-03,0.2,feat-all4,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,9.306211533,0.487350583
mean,Graph_ckpt/best_model_0_20211110-09-36,0.5,feat-all4,0,0.0005,Graph_ckpt,20,32,1,TRUE,0.0001,0.961217755,0.471652825
